,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Chet Adams 32 yard field goal,3,0
1,1.0,Lions,Ned Mathews 4 yard pass from Frankie Sinkwich,3,6
2,2.0,Packers,Don Hutson 16 yard pass from Irv Comp (Don Hutson kick),10,6
3,3.0,Packers,Lou Brock 1 yard rush (Don Hutson kick),17,6
4,4.0,Packers,Don Hutson 21 yard field goal,20,6
5,4.0,Packers,Lou Brock unknown yard rush (Don Hutson kick),27,6
