,Quarter,Time,Tm,Detail,KAN,SDG
0,1.0,5:08,Chiefs,Todd Peterson 37 yard field goal,3,0
1,1.0,1:43,Chiefs,Tony Richardson 1 yard rush (Todd Peterson kick failed),9,0
2,2.0,3:23,Chiefs,Priest Holmes 3 yard rush (Todd Peterson kick),16,0
3,2.0,0:00,Chiefs,Todd Peterson 28 yard field goal,19,0
4,3.0,9:17,Chargers,Wade Richey 48 yard field goal,19,3
5,3.0,0:25,Chargers,LaDainian Tomlinson 8 yard rush (Wade Richey kick),19,10
6,4.0,12:35,Chargers,Wade Richey 35 yard field goal,19,13
7,4.0,6:10,Chargers,Freddie Jones 20 yard pass from Drew Brees (Wade Richey kick),19,20
8,4.0,1:26,Chiefs,Tony Richardson 1 yard rush (pass failed),25,20
