,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Clarke Hinkle 2 yard rush,0,6
1,2.0,Packers,Paul Miller 13 yard pass from Joe Laws,0,12
2,3.0,Lions,Dutch Clark 23 yard pass from Bill Shepherd,6,12
3,4.0,Packers,Milt Gantenbein 77 yard pass from Bob Monnett (Clarke Hinkle kick),6,19
4,4.0,Packers,Bob Monnett 9 yard rush (Ernie Smith kick),6,26
