,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Earl McCullouch 17 yard pass from Greg Landry (Errol Mann kick),0,7
1,1.0,Lions,Steve Owens 26 yard pass from Greg Landry (Errol Mann kick),0,14
2,2.0,Lions,Errol Mann 12 yard field goal,0,17
3,2.0,Packers,John Brockington 4 yard pass from Donny Anderson (Lou Michaels kick),7,17
4,2.0,Lions,Larry Walton 11 yard pass from Greg Landry (Errol Mann kick),7,24
5,3.0,Packers,Donny Anderson 1 yard rush (Lou Michaels kick),14,24
6,3.0,Lions,Larry Walton 60 yard pass from Greg Landry (Errol Mann kick),14,31
7,3.0,Packers,Zeke Bratkowski 1 yard rush (Lou Michaels kick),21,31
8,4.0,Packers,Rich McGeorge 5 yard pass from Zeke Bratkowski (Lou Michaels kick),28,31
