,Quarter,Tm,Detail,WAS,DAL
0,1.0,Redskins,Chip Lohmiller 32 yard field goal,3,0
1,1.0,Cowboys,Emmitt Smith 1 yard rush (Eddie Murray kick),3,7
2,2.0,Cowboys,Michael Irvin 8 yard pass from Troy Aikman (Eddie Murray kick),3,14
3,2.0,Cowboys,Alvin Harper 15 yard pass from Troy Aikman (Eddie Murray kick),3,21
4,3.0,Cowboys,Lincoln Coleman 1 yard rush (Eddie Murray kick),3,28
5,3.0,Cowboys,Kevin Williams 62 yard punt return (Eddie Murray kick),3,35
6,4.0,Cowboys,Eddie Murray 38 yard field goal,3,38
