,Quarter,Tm,Detail,CIN,PIT
0,1.0,Steelers,Gary Anderson 21 yard field goal,0,3
1,2.0,Steelers,Dwight Stone 24 yard pass from Neil O'Donnell (Gary Anderson kick),0,10
2,4.0,Steelers,Dwight Stone 5 yard pass from Neil O'Donnell (Gary Anderson kick),0,17
3,4.0,Steelers,Gary Anderson 27 yard field goal,0,20
