,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Breezy Reid 48 yard rush (Fred Cone kick),7,0
1,2.0,Lions,Doak Walker 18 yard pass from Bobby Layne (Doak Walker kick),7,7
2,2.0,Packers,Tobin Rote 1 yard rush (Fred Cone kick),14,7
3,2.0,Lions,Jack Christiansen 30 yard interception return (Doak Walker kick),14,14
4,3.0,Packers,Fred Cone 26 yard field goal,17,14
5,3.0,Lions,Lew Carpenter 8 yard pass from Bobby Layne (Doak Walker kick),17,21
6,3.0,Lions,Jack Christiansen 61 yard punt return (Doak Walker kick),17,28
7,3.0,Packers,Max McGee 82 yard pass from Tobin Rote (Fred Cone kick),24,28
