,Quarter,Tm,Detail,DET,MIN
0,2.0,Lions,Jeff Komlo 13 yard rush (Benny Ricardo kick),7,0
1,3.0,Vikings,Rickey Young 23 yard rush (Rick Danmeier kick),7,7
2,3.0,Vikings,Rickey Young 2 yard rush (Rick Danmeier kick),7,14
