,Quarter,Tm,Detail,IND,NWE
0,1.0,Patriots,Leonard Russell 2 yard rush (Matt Bahr kick),0,7
1,2.0,Patriots,Matt Bahr 19 yard field goal,0,10
2,2.0,Patriots,Marv Cook 1 yard pass from Drew Bledsoe (Matt Bahr kick),0,17
3,3.0,Patriots,Michael Timpson 30 yard pass from Drew Bledsoe (Matt Bahr kick),0,24
4,3.0,Patriots,Leonard Russell 3 yard rush (Matt Bahr kick),0,31
5,4.0,Patriots,Corey Croom 5 yard rush (Matt Bahr kick),0,38
