,Quarter,Tm,Detail,DET,GNB
0,2.0,Lions,Doak Walker 83 yard pass from Bobby Layne (Doak Walker kick),7,0
1,4.0,Lions,Leon Hart 22 yard pass from Bobby Layne (Doak Walker kick),14,0
2,4.0,Packers,Breezy Reid 1 yard rush (Fred Cone kick),14,7
