,Quarter,Tm,Detail,PIT,WAS
0,1.0,Redskins,Bob Khayat 33 yard field goal,0,3
1,1.0,Steelers,Buddy Dial 39 yard pass from Bobby Layne (Lou Michaels kick),7,3
2,2.0,Steelers,Dick Hoak 1 yard rush (Lou Michaels kick),14,3
3,3.0,Redskins,Dick James 25 yard pass from George Izo (Bob Khayat kick),14,10
4,3.0,Steelers,Lou Michaels 38 yard field goal,17,10
5,3.0,Steelers,Lou Michaels 13 yard field goal,20,10
6,4.0,Steelers,Preston Carpenter 23 yard pass from Bobby Layne (Lou Michaels kick),27,10
7,4.0,Redskins,Dick James 49 yard pass from George Izo (Bob Khayat kick),27,17
8,4.0,Redskins,Bill Anderson 26 yard pass from George Izo (Bob Khayat kick),27,24
