,Quarter,Tm,Detail,CRD,NYG
0,1.0,Giants,Bob Schnelker 32 yard pass from Charlie Conerly (Ben Agajanian kick),0,7
1,2.0,Giants,Ben Agajanian 17 yard field goal,0,10
2,3.0,Giants,Kyle Rote 13 yard pass from Charlie Conerly (Ben Agajanian kick),0,17
3,3.0,Cardinals,Ollie Matson 1 yard rush (Pat Summerall kick),7,17
4,4.0,Cardinals,Ollie Matson 58 yard rush (Pat Summerall kick),14,17
5,4.0,Giants,Ben Agajanian 17 yard field goal,14,20
6,4.0,Giants,Frank Gifford 24 yard rush (Ben Agajanian kick),14,27
