,Quarter,Tm,Detail,PHI,PIT
0,1.0,Steelers,Frank Lewis 8 yard pass from Terry Bradshaw (Roy Gerela kick),0,7
1,2.0,Steelers,Franco Harris 5 yard rush (Roy Gerela kick),0,14
2,2.0,Steelers,Roy Gerela 35 yard field goal,0,17
3,3.0,Steelers,Roy Gerela 28 yard field goal,0,20
4,3.0,Steelers,Mel Blount 52 yard interception return (Roy Gerela kick),0,27
