,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Jon Arnett 14 yard rush (Danny Villanueva kick),7,0
1,2.0,Packers,Jim Taylor 1 yard rush (Ben Agajanian kick),7,7
2,2.0,Packers,Max McGee 20 yard pass from Bart Starr (Ben Agajanian kick),7,14
3,2.0,Packers,Max McGee 13 yard pass from Bart Starr (Ben Agajanian kick),7,21
4,2.0,Rams,Danny Villanueva 17 yard field goal,10,21
5,2.0,Packers,Boyd Dowler 17 yard pass from Bart Starr (Ben Agajanian kick),10,28
6,4.0,Rams,Ollie Matson 41 yard pass from Frank Ryan (Danny Villanueva kick),17,28
7,4.0,Packers,Jim Taylor 1 yard rush (Ben Agajanian kick),17,35
