,Quarter,Tm,Detail,WAS,NYG
0,3.0,Giants,George Franck 3 yard rush (Ward Cuff kick),0,7
1,3.0,Giants,Andy Marefos 23 yard field goal,0,10
2,4.0,Redskins,Bob McChesney 25 yard pass from Sammy Baugh,6,10
3,4.0,Redskins,Bob Seymour 3 yard rush (Joe Aguirre kick),13,10
4,4.0,Giants,George Franck 7 yard rush (Ward Cuff kick),13,17
5,4.0,Giants,Ward Cuff 38 yard field goal,13,20
