,Quarter,Tm,Detail,CHI,RAM
0,1.0,Bears,Ray McLean 63 yard pass from Sid Luckman (Joe Stydahar kick),7,0
1,3.0,Bears,Ray McLean 32 yard pass from Charlie O'Rourke (Frank Maznicki kick),14,0
2,4.0,Bears,Harry Clarke 1 yard rush (Frank Maznicki kick),21,0
3,4.0,Rams,Ben Hightower 14 yard pass from Jack Jacobs (Joe Pasqua kick),21,7
