,Quarter,Tm,Detail,ATL,SFO
0,1.0,49ers,Jerry Rice 2 yard pass from Joe Montana (Ray Wersching kick),0,7
1,2.0,49ers,Ray Wersching 36 yard field goal,0,10
2,2.0,49ers,Don Griffin 76 yard punt return (Ray Wersching kick),0,17
3,2.0,49ers,Ray Wersching 26 yard field goal,0,20
