,Quarter,Tm,Detail,RAM,CHI
0,1.0,Bears,Gale Sayers 1 yard rush (Mac Percival kick),0,7
1,2.0,Rams,Bruce Gossett 28 yard field goal,3,7
2,2.0,Rams,Bruce Gossett 23 yard field goal,6,7
3,3.0,Rams,Bruce Gossett 11 yard field goal,9,7
