,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Don Heinrich 1 yard rush (Ben Agajanian kick),0,7
1,2.0,Giants,Ben Agajanian 18 yard field goal,0,10
2,2.0,Eagles,Bill Stribling 17 yard pass from Adrian Burk (Bobby Walston kick),7,10
3,3.0,Giants,Bobby Epps 1 yard rush (Ben Agajanian kick),7,17
4,3.0,Giants,Emlen Tunnell 66 yard punt return (Ben Agajanian kick),7,24
5,3.0,Giants,Kyle Rote 22 yard pass from Charlie Conerly (Ben Agajanian kick),7,31
