,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Hap Moran 70 yard pass from Harry Newman (Hap Moran pass from Harry Newman),0,7
1,1.0,Giants,Bo Molenda unknown yard rush (Jack McBride kick),0,14
2,1.0,Giants,Ken Strong 5 yard rush (Ken Strong kick),0,21
3,2.0,Giants,Stu Clancy 46 yard rush (Jack McBride kick),0,28
4,3.0,Giants,Bo Molenda 2 yard rush (Jack McBride kick),0,35
5,4.0,Giants,Kink Richards unknown yard rush (Jack McBride kick),0,42
6,4.0,Giants,Kink Richards 26 yard pass from Jack McBride (Ken Strong kick),0,49
7,4.0,Giants,Dale Burnett 23 yard pass from Jack McBride (Harry Newman kick),0,56
