,Quarter,Tm,Detail,PHI,DAL
0,1.0,Eagles,Paul McFadden 26 yard field goal,3,0
1,1.0,Cowboys,Tony Dorsett 2 yard rush (Rafael Septien kick),3,7
2,1.0,Eagles,Herman Hunter 74 yard rush (Paul McFadden kick),10,7
3,2.0,Cowboys,Doug Cosbie 2 yard pass from Danny White (Rafael Septien kick),10,14
4,2.0,Cowboys,Doug Cosbie 23 yard pass from Danny White (Rafael Septien kick),10,21
5,4.0,Cowboys,Mike Renfro 19 yard pass from Danny White,10,27
6,4.0,Eagles,Mike Quick 11 yard pass from Ron Jaworski (Paul McFadden kick),17,27
7,4.0,Cowboys,Tony Dorsett 10 yard rush (Rafael Septien kick),17,34
