,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Joe Bukant 1 yard rush (Fran Murray kick),0,7
1,1.0,Giants,Ward Cuff 37 yard field goal,3,7
2,1.0,Giants,Ward Cuff 42 yard rush (Ward Cuff kick),10,7
3,2.0,Giants,Ward Cuff 30 yard field goal,13,7
4,3.0,Giants,Jim Poole 38 yard pass from Eddie Miller (Ward Cuff kick),20,7
5,3.0,Eagles,Dick Riffle 2 yard rush (Fran Murray kick),20,14
