,Quarter,Tm,Detail,NYG,DAL
0,1.0,Giants,Pete Gogolak 23 yard field goal,3,0
1,2.0,Cowboys,Mike Clark 47 yard field goal,3,3
2,3.0,Cowboys,Mike Clark 35 yard field goal,3,6
3,4.0,Cowboys,Mike Clark 15 yard field goal,3,9
4,4.0,Cowboys,Lance Rentzel 16 yard pass from Craig Morton (Mike Clark kick),3,16
5,4.0,Cowboys,"Safety, Andrie tackled Tarkenton in end zone",3,18
6,4.0,Cowboys,Bob Hayes 40 yard pass from Calvin Hill (Mike Clark kick),3,25
