,Quarter,Tm,Detail,NYG,PIT
0,2.0,Giants,Merle Hapes 2 yard rush (Ken Strong kick),7,0
1,2.0,Giants,Frank Filchock 70 yard rush (Ken Strong kick),14,0
2,2.0,Giants,Ken Strong 23 yard field goal,17,0
3,3.0,Steelers,Bill Garnaas 30 yard pass from Bill Dudley (Bill Dudley kick),17,7
4,4.0,Steelers,Johnny Clement 2 yard rush (Bill Dudley kick),17,14
