,Quarter,Tm,Detail,CHI,GNB
0,2.0,Packers,Moose Gardner blocked punt recovery in end zone (Cub Buck kick),0,7
1,3.0,Bears,Joey Sternaman 30 yard field goal,3,7
2,3.0,Bears,Don Murry blocked punt recovery in end zone (Joey Sternaman kick),10,7
3,4.0,Packers,Verne Lewellen 4 yard pass from Charlie Mathys (Cub Buck kick),10,14
