,Quarter,Tm,Detail,DAL,WAS
0,1.0,Redskins,John Reger 6 yard interception return (Jim Martin kick),0,7
1,1.0,Cowboys,Dick Van Raaphorst 15 yard field goal,3,7
2,1.0,Cowboys,Dick Van Raaphorst 32 yard field goal,6,7
3,2.0,Redskins,Sonny Jurgensen 1 yard rush (Jim Martin kick),6,14
4,3.0,Redskins,Angelo Coia 59 yard pass from Sonny Jurgensen (Jim Martin kick),6,21
5,4.0,Cowboys,Dick Van Raaphorst 38 yard field goal,9,21
6,4.0,Cowboys,Jim Stiger 2 yard rush (Dick Van Raaphorst kick),16,21
7,4.0,Redskins,Paul Krause 35 yard interception return (Jim Martin kick),16,28
