,Quarter,Time,Tm,Detail,NYG,DET
0,1.0,7:20,Lions,Devon Kennard 13 yard fumble return (Matt Prater kick),0,7
1,1.0,2:39,Lions,Marvin Hall 49 yard pass from Matthew Stafford (Matt Prater kick),0,14
2,2.0,12:34,Giants,Darius Slayton 22 yard pass from Daniel Jones (Aldrick Rosas kick),7,14
3,2.0,4:45,Giants,Darius Slayton 28 yard pass from Daniel Jones (Aldrick Rosas kick failed),13,14
4,2.0,0:25,Lions,Matt Prater 52 yard field goal,13,17
5,3.0,9:56,Lions,Kenny Golladay 9 yard pass from Matthew Stafford (Matt Prater kick),13,24
6,3.0,4:59,Giants,Evan Engram 2 yard pass from Daniel Jones (pass failed),19,24
7,4.0,12:21,Lions,Kenny Golladay 41 yard pass from Matthew Stafford (Matt Prater kick),19,31
8,4.0,1:23,Giants,Saquon Barkley 4 yard pass from Daniel Jones (Aldrick Rosas kick),26,31
