,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Raul Allegre 25 yard field goal,3,0
1,2.0,Giants,Carl Banks 22 yard pass from Jeff Hostetler (Raul Allegre kick),10,0
2,2.0,Eagles,Randall Cunningham 5 yard rush (Luis Zendejas kick),10,7
3,2.0,Giants,Raul Allegre 41 yard field goal,13,7
4,4.0,Giants,Raul Allegre 45 yard field goal,16,7
5,4.0,Eagles,Randall Cunningham 1 yard rush (Luis Zendejas kick),16,14
6,4.0,Giants,Raul Allegre 24 yard field goal,19,14
7,4.0,Eagles,Anthony Toney 2 yard rush (Luis Zendejas kick),19,21
