,Quarter,Time,Tm,Detail,CHI,MIN
0,1.0,5:44,Vikings,Stefon Diggs 15 yard pass from Teddy Bridgewater (Blair Walsh kick),0,7
1,2.0,14:22,Vikings,Blair Walsh 53 yard field goal,0,10
2,2.0,5:40,Bears,Alshon Jeffery 10 yard pass from Jay Cutler (Robbie Gould kick),7,10
3,2.0,0:26,Vikings,Jerick McKinnon 17 yard pass from Teddy Bridgewater (Blair Walsh kick),7,17
4,3.0,10:40,Vikings,Stefon Diggs 33 yard pass from Teddy Bridgewater (Blair Walsh kick),7,24
5,3.0,4:23,Bears,Robbie Gould 51 yard field goal,10,24
6,4.0,8:45,Vikings,Teddy Bridgewater 12 yard rush (Blair Walsh kick),10,31
7,4.0,5:13,Bears,Matt Forte 4 yard pass from Jay Cutler (Robbie Gould kick),17,31
8,4.0,1:50,Vikings,Zach Line 4 yard pass from Teddy Bridgewater (Blair Walsh kick),17,38
