,Quarter,Tm,Detail,WAS,DAL
0,1.0,Redskins,Alvin Walton 29 yard interception return (Chip Lohmiller kick),7,0
1,1.0,Cowboys,Jim Jeffcoat 77 yard defensive fumble return (Roger Ruzek kick),7,7
2,1.0,Redskins,Earnest Byner 12 yard rush (Chip Lohmiller kick),14,7
3,2.0,Redskins,Chip Lohmiller 26 yard field goal,17,7
4,3.0,Redskins,Chip Lohmiller 37 yard field goal,20,7
5,4.0,Redskins,Jamie Morris 12 yard rush (Chip Lohmiller kick),27,7
6,4.0,Redskins,Chip Lohmiller 33 yard field goal,30,7
