,Quarter,Tm,Detail,SFO,CHI
0,1.0,Bears,George Blanda 32 yard field goal,0,3
1,1.0,Bears,John Hoffman 39 yard interception return (Johnny Lujack kick),0,10
2,2.0,Bears,Ken Kavanaugh 39 yard pass from Johnny Lujack (Johnny Lujack kick),0,17
