,Quarter,Tm,Detail,SFO,DET
0,1.0,49ers,Tommy Davis 14 yard field goal,3,0
1,1.0,49ers,Mike Dowdle 27 yard interception return (Tommy Davis kick),10,0
2,1.0,Lions,Johnnie Robinson 79 yard punt return (Garo Yepremian kick),10,7
3,2.0,Lions,Tom Nowatzke 1 yard rush (Garo Yepremian kick),10,14
4,2.0,49ers,Tommy Davis 10 yard field goal,13,14
5,2.0,49ers,Dave Kopay 24 yard pass from John Brodie (Tommy Davis kick),20,14
6,3.0,49ers,Dave Parks 45 yard pass from John Brodie (Tommy Davis kick),27,14
7,3.0,49ers,Dave Kopay 32 yard rush (Tommy Davis kick),34,14
8,4.0,49ers,Gary Lewis 1 yard rush (Tommy Davis kick),41,14
