,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Frank Gifford 6 yard rush (Pat Summerall kick),7,0
1,1.0,Giants,Bob Schnelker 41 yard pass from Don Heinrich (Pat Summerall kick),14,0
2,2.0,Redskins,Jim Podoley 39 yard pass from Eddie LeBaron (Sam Baker kick),14,7
3,2.0,Redskins,Ed Sutton 1 yard rush (Sam Baker kick),14,14
4,4.0,Giants,Ken MacAfee 10 yard pass from Charlie Conerly (Pat Summerall kick),21,14
