,Quarter,Tm,Detail,MIN,GNB
0,1.0,Packers,Chester Marcol 23 yard field goal,0,3
1,1.0,Vikings,Fred Cox 41 yard field goal,3,3
2,2.0,Vikings,Robert Miller 4 yard pass from Fran Tarkenton (Fred Cox kick),10,3
3,3.0,Packers,John Brockington 1 yard rush (Chester Marcol kick),10,10
4,4.0,Vikings,Ahmad Rashad 11 yard pass from Fran Tarkenton (Fred Cox kick),17,10
