,Quarter,Time,Tm,Detail,NWE,MIA
0,2.0,14:43,Patriots,Adam Vinatieri 40 yard field goal,3,0
1,2.0,11:30,Dolphins,Bert Emanuel 53 yard pass from Jay Fiedler (Olindo Mare kick),3,7
2,2.0,0:07,Dolphins,Olindo Mare 43 yard field goal,3,10
