,Quarter,Time,Tm,Detail,DET,GNB
0,1.0,12:27,Packers,Ahman Green 31 yard rush (Ryan Longwell kick),0,7
1,1.0,6:08,Packers,Bill Schroeder 23 yard pass from Brett Favre (Ryan Longwell kick),0,14
2,1.0,4:29,Packers,Ahman Green 83 yard rush (Ryan Longwell kick),0,21
3,1.0,2:12,Lions,Jason Hanson 49 yard field goal,3,21
4,2.0,4:06,Lions,Jason Hanson 39 yard field goal,6,21
5,3.0,3:54,Packers,Bubba Franks 1 yard pass from Brett Favre (Ryan Longwell kick),6,28
