,Quarter,Tm,Detail,STL,PHI
0,1.0,Eagles,Tom Woodeshick 57 yard rush (Mark Moseley kick),0,7
1,1.0,Eagles,Mark Moseley 35 yard field goal,0,10
2,2.0,Cardinals,MacArthur Lane 1 yard rush (Jim Bakken kick),7,10
3,2.0,Cardinals,Cid Edwards 3 yard rush (Jim Bakken kick),14,10
4,2.0,Cardinals,MacArthur Lane 5 yard rush (Jim Bakken kick),21,10
5,2.0,Cardinals,MacArthur Lane 26 yard pass from Jim Hart (Jim Bakken kick),28,10
6,3.0,Eagles,Mark Moseley 27 yard field goal,28,13
7,3.0,Cardinals,MacArthur Lane 1 yard rush (Jim Bakken kick),35,13
8,4.0,Eagles,Lee Bouggess 4 yard pass from Rick Arrington (Mark Moseley kick),35,20
