,Quarter,Tm,Detail,GNB,DET
0,2.0,Lions,Doak Walker 33 yard pass from Bobby Layne (Doak Walker kick),0,7
1,2.0,Packers,Steve Pritko 3 yard pass from Tobin Rote (Ted Fritsch kick),7,7
2,2.0,Packers,Jack Cloud 2 yard rush (Ted Fritsch kick),14,7
3,2.0,Lions,Doak Walker 35 yard field goal,14,10
4,3.0,Lions,Doak Walker 20 yard pass from Bobby Layne (Doak Walker kick),14,17
5,4.0,Packers,Jack Cloud 1 yard rush (Ted Fritsch kick),21,17
6,4.0,Lions,Doak Walker 8 yard pass from Fred Enke (Doak Walker kick),21,24
