,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Riley Smith 39 yard pass from Bill Hartman (Riley Smith kick),0,7
1,3.0,Redskins,Andy Farkas 5 yard rush (Riley Smith kick),0,14
2,3.0,Eagles,Red Ramsey 40 yard pass from Emmett Mortell (Hank Reese kick),7,14
3,4.0,Redskins,Andy Farkas 2 yard rush,7,20
4,4.0,Eagles,Joe Carter 55 yard pass from Emmett Mortell (Hank Reese kick),14,20
