,Quarter,Time,Tm,Detail,NYJ,DEN
0,1.0,,Broncos,Shannon Sharpe 13 yard pass from John Elway (Jason Elam kick),0,7
1,2.0,,Broncos,Ed McCaffrey 39 yard pass from John Elway (Jason Elam kick),0,14
2,2.0,,Broncos,Terrell Davis 1 yard rush (Jason Elam kick),0,21
3,2.0,4:55,Broncos,Anthony Miller 26 yard rush (Jason Elam kick),0,28
4,2.0,4:55,Broncos,Jason Elam 28 yard field goal,0,31
5,4.0,4:55,Jets,Webster Slaughter 13 yard pass from Frank Reich (pass failed),6,31
