,Quarter,Tm,Detail,BOS,DET
0,2.0,Lions,Dutch Clark 35 yard field goal,0,3
1,3.0,Lions,Frank Christensen 4 yard rush (Dutch Clark kick),0,10
2,3.0,Lions,Ace Gutowsky 6 yard rush (Dutch Clark kick),0,17
3,4.0,Lions,Glenn Presnell 4 yard rush (Glenn Presnell kick),0,24
