,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Merle Hapes 9 yard pass from Tuffy Leemans (Ward Cuff kick),0,7
1,1.0,Giants,Neal Adams 24 yard pass from Tuffy Leemans (Ward Cuff kick),0,14
2,1.0,Eagles,Len Barnum 40 yard field goal,3,14
3,2.0,Eagles,Ted Williams 6 yard rush (Len Barnum kick),10,14
4,3.0,Giants,Neal Adams 19 yard pass from Tuffy Leemans (Ward Cuff kick),10,21
5,3.0,Giants,Leo Cantor 6 yard rush (Ward Cuff kick),10,28
6,4.0,Giants,John Lascari 15 yard pass from Bob Trocolor (Hank Soar kick),10,35
7,4.0,Eagles,Tommy Thompson 1 yard rush (Dick Erdlitz kick),17,35
