,Quarter,Tm,Detail,DEN,KAN
0,1.0,Chiefs,Stephone Paige 49 yard pass from Steve DeBerg (Nick Lowery kick),0,7
1,2.0,Broncos,Shannon Sharpe 5 yard pass from John Elway,6,7
2,2.0,Broncos,Mike Young 16 yard pass from John Elway (David Treadwell kick),13,7
3,2.0,Chiefs,Nick Lowery 33 yard field goal,13,10
4,3.0,Chiefs,Barry Word 1 yard rush (Nick Lowery kick),13,17
5,4.0,Chiefs,Danta Whitaker 1 yard pass from Steve DeBerg (Nick Lowery kick),13,24
6,4.0,Broncos,Bobby Humphrey 2 yard rush (David Treadwell kick),20,24
7,4.0,Chiefs,Robb Thomas 27 yard pass from Steve DeBerg (Nick Lowery kick),20,31
