,Quarter,Tm,Detail,RAM,SFO
0,2.0,Rams,Danny Villanueva 21 yard field goal,3,0
1,2.0,49ers,Hugh McElhenny 2 yard pass from Y.A. Tittle (Tommy Davis kick),3,7
2,3.0,49ers,Tommy Davis 27 yard field goal,3,10
3,3.0,49ers,Tommy Davis 14 yard field goal,3,13
4,4.0,Rams,Lou Michaels 50 yard field goal,6,13
5,4.0,Rams,Danny Villanueva 36 yard field goal,9,13
