,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,Dick Gordon 20 yard pass from Jack Concannon (Mac Percival kick),7,0
1,3.0,Lions,Mel Farr 3 yard rush (Errol Mann kick),7,7
2,3.0,Lions,Altie Taylor 7 yard rush (Errol Mann kick),7,14
3,3.0,Lions,Larry Walton 13 yard pass from Bill Munson (Errol Mann kick),7,21
4,4.0,Bears,Dick Gordon 60 yard pass from Jack Concannon (Mac Percival kick),14,21
5,4.0,Lions,Mel Farr 20 yard rush (Errol Mann kick),14,28
