,Quarter,Tm,Detail,PHI,DAL
0,2.0,Cowboys,Lin Elliott 35 yard field goal,0,3
1,3.0,Eagles,Herschel Walker 2 yard rush (Roger Ruzek kick),7,3
2,3.0,Cowboys,Kelvin Martin 22 yard pass from Troy Aikman (Lin Elliott kick),7,10
3,3.0,Eagles,Roger Ruzek 18 yard field goal,10,10
4,4.0,Cowboys,Lin Elliott 48 yard field goal,10,13
5,4.0,Cowboys,Daryl Johnston 14 yard pass from Troy Aikman (Lin Elliott kick),10,20
