,Quarter,Tm,Detail,DET,MIN
0,1.0,Vikings,Fred Cox 33 yard field goal,0,3
1,2.0,Vikings,Gene Washington 41 yard pass from Joe Kapp (Fred Cox kick),0,10
2,2.0,Lions,Errol Mann 50 yard field goal,3,10
3,2.0,Vikings,Bill Brown 1 yard rush (Fred Cox kick),3,17
4,2.0,Vikings,Dave Osborn 1 yard rush (Fred Cox kick),3,24
5,4.0,Lions,Nick Eddy 1 yard rush (Errol Mann kick),10,24
