,Quarter,Time,Tm,Detail,MIA,NWE
0,1.0,1:42,Dolphins,Jason Sanders 27 yard field goal,3,0
1,2.0,10:41,Dolphins,Eric Rowe 35 yard interception return (Jason Sanders kick),10,0
2,2.0,5:54,Patriots,Nick Folk 25 yard field goal,10,3
3,2.0,2:10,Patriots,Sony Michel 4 yard rush (Nick Folk kick),10,10
4,3.0,7:48,Dolphins,Ryan Fitzpatrick 2 yard rush (Jason Sanders kick),17,10
5,3.0,4:35,Patriots,Elandon Roberts 38 yard pass from Tom Brady (Nick Folk kick),17,17
6,4.0,8:33,Dolphins,Jason Sanders 32 yard field goal,20,17
7,4.0,3:59,Patriots,James White 13 yard pass from Tom Brady (Nick Folk kick),20,24
8,4.0,0:29,Dolphins,Mike Gesicki 5 yard pass from Ryan Fitzpatrick (Jason Sanders kick),27,24
