,Quarter,Tm,Detail,MIN,DET
0,2.0,Vikings,Alfred Anderson 2 yard rush (Chuck Nelson kick),7,0
1,2.0,Vikings,Chuck Nelson 21 yard field goal,10,0
2,2.0,Vikings,Alfred Anderson 1 yard rush (Chuck Nelson kick),17,0
3,2.0,Vikings,Chuck Nelson 33 yard field goal,20,0
4,3.0,Vikings,Chuck Nelson 18 yard field goal,23,0
