,Quarter,Time,Tm,Detail,MIN,DET
0,1.0,6:18,Lions,Todd Lyght 59 yard interception return (Jason Hanson kick),0,7
1,1.0,2:11,Vikings,Tyrone Carter 46 yard defensive fumble return (Gary Anderson kick),7,7
2,1.0,0:55,Lions,Mike McMahon 1 yard rush (Jason Hanson kick),7,14
3,2.0,9:06,Lions,Jason Hanson 44 yard field goal,7,17
4,2.0,0:00,Lions,Jason Hanson 36 yard field goal,7,20
5,3.0,12:23,Vikings,Gary Anderson 27 yard field goal,10,20
6,3.0,7:12,Vikings,Randy Moss 66 yard pass from Todd Bouman (Gary Anderson kick),17,20
7,3.0,1:51,Vikings,Randy Moss 13 yard pass from Todd Bouman (Gary Anderson kick),24,20
8,4.0,10:36,Lions,Cory Schlesinger 1 yard rush (Jason Hanson kick),24,27
