,Quarter,Time,Tm,Detail,GNB,CHI
0,1.0,9:31,Packers,Donald Driver 9 yard pass from Brett Favre (Dave Rayner kick),7,0
1,1.0,0:50,Packers,Nick Collins 55 yard interception return (Dave Rayner kick failed),13,0
2,2.0,0:49,Packers,Dave Rayner 25 yard field goal,16,0
3,2.0,0:34,Packers,Patrick Dendy 30 yard interception return (Dave Rayner kick),23,0
4,3.0,0:34,Bears,Mark Bradley 75 yard pass from Brian Griese (Robbie Gould kick),23,7
5,4.0,10:39,Packers,Dave Rayner 46 yard field goal,26,7
