,Quarter,Tm,Detail,NYG,PIT
0,1.0,Giants,Kyle Rote 25 yard pass from Frank Gifford (Ben Agajanian kick),7,0
1,2.0,Steelers,Ed Bernet 13 yard pass from Jim Finks,7,6
2,2.0,Giants,Ben Agajanian 27 yard field goal,10,6
3,3.0,Steelers,Art Michalik 36 yard field goal,10,9
4,3.0,Steelers,Jim Finks 1 yard rush (Art Michalik kick),10,16
5,3.0,Giants,Buford Long 34 yard pass from Charlie Conerly (Ben Agajanian kick),17,16
6,4.0,Steelers,Fran Rogel 1 yard rush (Art Michalik kick),17,23
7,4.0,Giants,Kyle Rote 71 yard pass from Charlie Conerly,23,23
8,4.0,Steelers,Ray Mathews 23 yard pass from Jim Finks (Art Michalik kick),23,30
