,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Del Shofner 30 yard pass from Y.A. Tittle (Pat Summerall kick),0,7
1,1.0,Giants,Kyle Rote 12 yard pass from Y.A. Tittle (Pat Summerall kick),0,14
2,2.0,Eagles,Dick Lucas 2 yard pass from Sonny Jurgensen (Bobby Walston kick),7,14
3,2.0,Giants,Pat Summerall 11 yard field goal,7,17
4,2.0,Giants,Erich Barnes 62 yard pass from Y.A. Tittle (Pat Summerall kick),7,24
5,3.0,Giants,Bob Gaiters 5 yard rush (Pat Summerall kick),7,31
6,3.0,Giants,Tom Scott 65 yard interception return (Pat Summerall kick),7,38
7,4.0,Eagles,Dick Lucas 4 yard pass from Sonny Jurgensen (Bobby Walston kick),14,38
8,4.0,Eagles,Timmy Brown 16 yard pass from King Hill (Bobby Walston kick),21,38
