,Quarter,Tm,Detail,MIN,CHI
0,1.0,Vikings,Clint Jones 7 yard rush (Fred Cox kick),7,0
1,2.0,Vikings,Alan Page 65 yard defensive fumble return (Fred Cox kick),14,0
2,2.0,Vikings,Fred Cox 22 yard field goal,17,0
3,3.0,Vikings,Gene Washington 49 yard pass from Gary Cuozzo (Fred Cox kick),24,0
