,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Joe Danelo 39 yard field goal,3,0
1,1.0,Eagles,Keith Krepfle 6 yard pass from Ron Jaworski (Tony Franklin kick),3,7
2,2.0,Giants,Leon Bright 1 yard rush (Joe Danelo kick),10,7
3,2.0,Eagles,Tony Franklin 27 yard field goal,10,10
4,4.0,Giants,Joe Danelo 30 yard field goal,13,10
5,4.0,Giants,Terry Jackson 32 yard interception return (Joe Danelo kick),20,10
