,Quarter,Tm,Detail,STL,WAS
0,1.0,Cardinals,Willard Harrell 70 yard punt return (Jim Bakken kick),7,0
1,1.0,Cardinals,Dave Stief 21 yard pass from Jim Hart (Jim Bakken kick),14,0
2,2.0,Cardinals,Al Chandler 4 yard pass from Jim Hart (Jim Bakken kick),21,0
3,2.0,Cardinals,Jim Bakken 32 yard field goal,24,0
4,2.0,Redskins,Mike Thomas 13 yard pass from Joe Theismann (Mark Moseley kick),24,7
5,2.0,Redskins,Mark Moseley 50 yard field goal,24,10
6,3.0,Redskins,John McDaniel 42 yard pass from Joe Theismann (Mark Moseley kick),24,17
7,3.0,Cardinals,Jim Bakken 27 yard field goal,27,17
