,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Frank Grant 41 yard pass from Billy Kilmer (Mark Moseley kick),0,7
1,2.0,Redskins,Mike Thomas 17 yard pass from Billy Kilmer (Mark Moseley kick),0,14
2,3.0,Redskins,Mark Moseley 44 yard field goal,0,17
3,3.0,Redskins,Mike Thomas 14 yard pass from Billy Kilmer (Mark Moseley kick),0,24
