,Quarter,Tm,Detail,DAL,WAS
0,1.0,Redskins,Martin Mayhew 31 yard interception return (Chip Lohmiller kick),0,7
1,2.0,Cowboys,Emmitt Smith 32 yard rush (Ken Willis kick),7,7
2,2.0,Cowboys,Alvin Harper 34 yard pass from Troy Aikman (Ken Willis kick),14,7
3,4.0,Cowboys,Michael Irvin 24 yard pass from Steve Beuerlein (Ken Willis kick),21,7
4,4.0,Redskins,Gerald Riggs 1 yard rush (Chip Lohmiller kick),21,14
5,4.0,Cowboys,Ken Willis 42 yard field goal,24,14
6,4.0,Redskins,Ricky Sanders 29 yard pass from Mark Rypien (Chip Lohmiller kick),24,21
