,Quarter,Tm,Detail,WAS,PIT
0,1.0,Redskins,Leo Elter 20 yard rush (Norb Hecker kick),7,0
1,2.0,Steelers,Ray Mathews 61 yard pass from Jim Finks (Tad Weed kick),7,7
2,2.0,Redskins,Leo Elter 33 yard rush (Vic Janowicz kick),14,7
3,3.0,Redskins,Vic Janowicz 13 yard field goal,17,7
4,3.0,Redskins,Joe Scudero 49 yard punt return,23,7
5,4.0,Steelers,Sid Watson 62 yard pass from Jim Finks (Tad Weed kick),23,14
