,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,John Mellus 21 yard fumble return (Len Barnum kick),0,7
1,1.0,Giants,Hank Soar 1 yard rush (Len Barnum kick),0,14
2,3.0,Redskins,Ed Justice 5 yard pass from Sammy Baugh (Bob Masterson kick),7,14
3,4.0,Giants,Tuffy Leemans 35 yard rush (Len Barnum kick),7,21
