,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Bulldog Turner 42 yard fumble return (Lee Artoe kick),0,7
1,2.0,Bears,Sid Luckman 54 yard interception return (Lee Artoe kick),0,14
2,2.0,Bears,John Petty 2 yard rush (Frank Maznicki kick),0,21
3,3.0,Bears,Frank Maznicki 28 yard field goal,0,24
4,3.0,Bears,Ray McLean 29 yard pass from Charlie O'Rourke (Lee Artoe kick),0,31
5,4.0,Bears,Ray McLean 65 yard pass from Charlie O'Rourke (Frank Maznicki kick),0,38
6,4.0,Packers,Don Hutson 7 yard pass from Cecil Isbell (Don Hutson kick),7,38
