,Quarter,Tm,Detail,RAM,CHI
0,1.0,Rams,Bob Waterfield 23 yard field goal,3,0
1,1.0,Bears,Julie Rykovich 45 yard pass from Johnny Lujack (Johnny Lujack kick),3,7
2,2.0,Bears,George Blanda 6 yard rush (Johnny Lujack kick),3,14
3,2.0,Bears,"Safety, Smith tackled in end zone by Sprinkle",3,16
4,2.0,Rams,Tom Fears 10 yard pass from Bob Waterfield (Bob Waterfield kick),10,16
5,2.0,Rams,Elroy Hirsch 14 yard pass from Bob Waterfield (Bob Waterfield kick),17,16
6,3.0,Rams,Bob Shaw 26 yard pass from Bob Waterfield (Bob Waterfield kick),24,16
7,4.0,Rams,Elroy Hirsch 5 yard touchdown on a lateral (Bob Waterfield kick),31,16
