,Quarter,Tm,Detail,BUF,MIA
0,2.0,Dolphins,Larry Csonka 2 yard rush (Garo Yepremian kick),0,7
1,2.0,Dolphins,Paul Warfield 49 yard pass from Bob Griese (Garo Yepremian kick),0,14
2,3.0,Bills,Joe Ferguson 1 yard rush (John Leypoldt kick),7,14
3,3.0,Dolphins,Larry Csonka 6 yard rush (Garo Yepremian kick),7,21
4,4.0,Bills,Dave Washington 42 yard defensive fumble return (John Leypoldt kick),14,21
5,4.0,Bills,J.D. Hill 44 yard pass from Gary Marangi (John Leypoldt kick),21,21
6,4.0,Dolphins,Don Nottingham 11 yard rush (Garo Yepremian kick),21,28
7,4.0,Bills,Bob Chandler 5 yard pass from Gary Marangi (John Leypoldt kick),28,28
8,4.0,Dolphins,Don Nottingham 23 yard rush (Garo Yepremian kick),28,35
