,Quarter,Tm,Detail,MIA,NYJ
0,1.0,Jets,Emerson Boozer 14 yard pass from Bob Davis (Bobby Howfield kick),0,7
1,2.0,Dolphins,Garo Yepremian 25 yard field goal,3,7
2,2.0,Dolphins,Paul Warfield 37 yard pass from Bob Griese (Garo Yepremian kick),10,7
3,3.0,Dolphins,Larry Csonka 2 yard rush (Garo Yepremian kick),17,7
4,4.0,Dolphins,Garo Yepremian 31 yard field goal,20,7
5,4.0,Dolphins,Larry Csonka 2 yard rush (Garo Yepremian kick),27,7
6,4.0,Jets,Pete Lammons 16 yard pass from Bob Davis (Bobby Howfield kick),27,14
7,4.0,Dolphins,Garo Yepremian 14 yard field goal,30,14
